Symbol,Name,Market
086900,메디톡스,KOSDAQ
160190,하이젠알앤엠,KOSDAQ
042000,카페24,KOSDAQ
020150,롯데에너지머티리얼즈,KOSPI
140410,메지온,KOSDAQ
00680K,미래에셋증권2우B,KOSPI
039200,오스코텍,KOSDAQ
185750,종근당,KOSPI
001430,세아베스틸지주,KOSPI
098460,고영,KOSDAQ
085620,미래에셋생명,KOSPI
100090,SK오션플랜트,KOSPI
204270,제이앤티씨,KOSDAQ
005300,롯데칠성,KOSPI
330590,롯데리츠,KOSPI
005070,코스모신소재,KOSPI
082640,동양생명,KOSPI
009450,경동나비엔,KOSPI
192400,쿠쿠홀딩스,KOSPI
108320,LX세미콘,KOSPI
078600,대주전자재료,KOSDAQ
298020,효성티앤씨,KOSPI
280360,롯데웰푸드,KOSPI
009240,한샘,KOSPI
000500,가온전선,KOSPI
006120,SK디스커버리,KOSPI
067160,SOOP,KOSDAQ GLOBAL
229640,LS에코에너지,KOSPI
060370,LS마린솔루션,KOSDAQ
004000,롯데정밀화학,KOSPI
003380,하림지주,KOSDAQ GLOBAL
181710,NHN,KOSPI
000815,삼성화재우,KOSPI
415640,KB발해인프라,KOSPI
030190,NICE평가정보,KOSPI
336570,원텍,KOSDAQ
001740,SK네트웍스,KOSPI
030610,교보증권,KOSPI
071320,지역난방공사,KOSPI
004490,세방전지,KOSPI
388720,유일로보틱스,KOSDAQ
000210,DL,KOSPI
108490,로보티즈,KOSDAQ
225570,넥슨게임즈,KOSDAQ
025980,아난티,KOSDAQ
114090,GKL,KOSPI
298050,HS효성첨단소재,KOSPI
052400,코나아이,KOSDAQ
365550,ESR켄달스퀘어리츠,KOSPI
014820,동원시스템즈,KOSPI
078130,국일제지,KOSDAQ
036530,SNT홀딩스,KOSPI
084370,유진테크,KOSDAQ
161580,필옵틱스,KOSDAQ
077970,STX엔진,KOSPI
213420,덕산네오룩스,KOSDAQ GLOBAL
007700,F&F홀딩스,KOSPI
003030,세아제강지주,KOSPI
353200,대덕전자,KOSPI
009410,태영건설,KOSPI
085660,차바이오텍,KOSDAQ
056190,에스에프에이,KOSDAQ GLOBAL
101490,에스앤에스텍,KOSDAQ
039130,하나투어,KOSPI
036830,솔브레인홀딩스,KOSDAQ GLOBAL
100840,SNT에너지,KOSPI
079900,전진건설로봇,KOSPI
232140,와이씨,KOSDAQ
475150,SK이터닉스,KOSPI
064960,SNT모티브,KOSPI
079160,CJ CGV,KOSPI
000670,영풍,KOSPI
281740,레이크머티리얼즈,KOSDAQ
067310,하나마이크론,KOSDAQ
051915,LG화학우,KOSPI
214320,이노션,KOSPI
005690,파미셀,KOSPI
419530,SAMG엔터,KOSDAQ
005180,빙그레,KOSPI
002840,미원상사,KOSPI
323280,태성,KOSDAQ
001530,DI동일,KOSPI
049770,동원F&B,KOSPI
183300,코미코,KOSDAQ GLOBAL
014620,성광벤드,KOSDAQ
033500,동성화인텍,KOSDAQ
086450,동국제약,KOSDAQ GLOBAL
00088K,한화3우B,KOSPI
053800,안랩,KOSDAQ
417200,LS머트리얼즈,KOSDAQ
031980,피에스케이홀딩스,KOSDAQ
005250,녹십자홀딩스,KOSPI
001680,대상,KOSPI
000070,삼양홀딩스,KOSPI
222800,심텍,KOSDAQ GLOBAL
137400,피엔티,KOSDAQ GLOBAL
211050,인카금융서비스,KOSDAQ
041190,우리기술투자,KOSDAQ
030520,한글과컴퓨터,KOSDAQ GLOBAL
003470,유안타증권,KOSPI
032820,우리기술,KOSDAQ
218410,RFHIC,KOSDAQ
381970,케이카,KOSPI
000640,동아쏘시오홀딩스,KOSPI
248070,솔루엠,KOSPI
335890,비올,KOSDAQ
451800,한화리츠,KOSPI
268280,미원에스씨,KOSPI
499790,GS피앤엘,KOSPI
226950,올릭스,KOSDAQ
950210,프레스티지바이오파마,KOSPI
251970,펌텍코리아,KOSDAQ
383800,LX홀딩스,KOSPI
003620,KG모빌리티,KOSPI
214430,아이쓰리시스템,KOSDAQ
008730,율촌화학,KOSPI
003850,보령,KOSPI
145720,덴티움,KOSPI
101730,위메이드맥스,KOSDAQ
044490,태웅,KOSDAQ
290650,엘앤씨바이오,KOSDAQ
019170,신풍제약,KOSPI
293940,신한알파리츠,KOSPI
057050,현대홈쇼핑,KOSPI
069260,TKG휴켐스,KOSPI
002020,코오롱,KOSPI
000370,한화손해보험,KOSPI
058970,엠로,KOSDAQ
025540,한국단자,KOSPI
097230,HJ중공업,KOSPI
033100,제룡전기,KOSDAQ
005810,풍산홀딩스,KOSPI
032190,다우데이타,KOSDAQ
460930,현대힘스,KOSDAQ
010780,아이에스동서,KOSPI
075580,세진중공업,KOSPI
002030,아세아,KOSPI
082920,비츠로셀,KOSDAQ
025320,시노펙스,KOSDAQ
001570,금양,KOSPI
066575,LG전자우,KOSPI
445680,큐리옥스바이오시스템즈,KOSDAQ
440110,파두,KOSDAQ
200670,휴메딕스,KOSDAQ
241710,코스메카코리아,KOSDAQ
006380,카프로,KOSPI
319400,현대무벡스,KOSDAQ
058610,에스피지,KOSDAQ
016380,KG스틸,KOSPI
024720,콜마홀딩스,KOSPI
067630,HLB생명과학,KOSDAQ
002350,넥센타이어,KOSPI
121600,나노신소재,KOSDAQ
014830,유니드,KOSPI
005390,신성통상,KOSPI
287840,인투셀,KOSDAQ
271940,일진하이솔루스,KOSPI
006730,서부T&D,KOSDAQ
006220,제주은행,KOSPI
336370,솔루스첨단소재,KOSPI
036620,감성코퍼레이션,KOSDAQ
084110,휴온스글로벌,KOSDAQ
089590,제주항공,KOSPI
124500,아이티센글로벌,KOSDAQ
453340,현대그린푸드,KOSPI
005420,코스모화학,KOSPI
304100,솔트룩스,KOSDAQ
284740,쿠쿠홈시스,KOSPI
319660,피에스케이,KOSDAQ GLOBAL
281820,케이씨텍,KOSPI
047920,HLB제약,KOSDAQ
000400,롯데손해보험,KOSPI
00104K,CJ4우(전환),KOSPI
119850,지엔씨에너지,KOSDAQ
003300,한일홀딩스,KOSPI
080220,제주반도체,KOSDAQ
102710,이엔에프테크놀로지,KOSDAQ
215200,메가스터디교육,KOSDAQ GLOBAL
002960,한국쉘석유,KOSPI
131970,두산테스나,KOSDAQ GLOBAL
095660,네오위즈,KOSDAQ
189300,인텔리안테크,KOSDAQ
006650,대한유화,KOSPI
222080,씨아이에스,KOSDAQ GLOBAL
037270,YG PLUS,KOSPI
017940,E1,KOSPI
071055,한국금융지주우,KOSPI
344820,KCC글라스,KOSPI
348210,넥스틴,KOSDAQ GLOBAL
036540,SFA반도체,KOSDAQ
004690,삼천리,KOSPI
399720,가온칩스,KOSDAQ
099320,쎄트렉아이,KOSDAQ
145990,삼양사,KOSPI
078340,컴투스,KOSDAQ GLOBAL
003545,대신증권우,KOSPI
029530,신도리코,KOSPI
001060,JW중외제약,KOSPI
005880,대한해운,KOSPI
093050,LF,KOSPI
166090,하나머티리얼즈,KOSDAQ GLOBAL
383310,에코프로에이치엔,KOSDAQ
377740,바이오노트,KOSPI
161000,애경케미칼,KOSPI
023160,태광,KOSDAQ
348950,제이알글로벌리츠,KOSPI
016590,신대양제지,KOSPI
093370,후성,KOSPI
178920,PI첨단소재,KOSPI
095610,테스,KOSDAQ
194480,데브시스터즈,KOSDAQ
016800,퍼시스,KOSPI
053030,바이넥스,KOSDAQ
456040,OCI,KOSPI
069080,웹젠,KOSDAQ GLOBAL
032500,케이엠더블유,KOSDAQ
322000,HD현대에너지솔루션,KOSPI
466100,클로봇,KOSDAQ
097520,엠씨넥스,KOSPI
099190,아이센스,KOSDAQ
001500,현대차증권,KOSPI
094480,갤럭시아머니트리,KOSDAQ
002240,고려제강,KOSPI
272450,진에어,KOSPI
093320,케이아이엔엑스,KOSDAQ
195870,해성디에스,KOSPI
034120,SBS,KOSPI
389260,대명에너지,KOSDAQ
009520,포스코엠텍,KOSDAQ GLOBAL
005610,SPC삼립,KOSPI
074600,원익QnC,KOSDAQ GLOBAL
204620,글로벌텍스프리,KOSDAQ
130660,한전산업,KOSPI
340570,티앤엘,KOSDAQ
460860,동국제강,KOSPI
015750,성우하이텍,KOSDAQ
052020,에스티큐브,KOSDAQ
272290,이녹스첨단소재,KOSDAQ GLOBAL
034310,NICE,KOSPI
078160,메디포스트,KOSDAQ
183190,아세아시멘트,KOSPI
090435,아모레퍼시픽우,KOSPI
402030,코난테크놀로지,KOSDAQ
017810,풀무원,KOSPI
241590,화승엔터프라이즈,KOSPI
059090,미코,KOSDAQ
026890,스틱인베스트먼트,KOSPI
031430,신세계인터내셔날,KOSPI
206650,유바이오로직스,KOSDAQ
060250,NHN KCP,KOSDAQ
034950,한국기업평가,KOSDAQ
372320,큐로셀,KOSDAQ
003160,디아이,KOSPI
017860,DS단석,KOSPI
050890,쏠리드,KOSDAQ
314930,바이오다인,KOSDAQ
450950,아스테라시스,KOSDAQ
437730,삼현,KOSDAQ
170900,동아에스티,KOSPI
131290,티에스이,KOSDAQ
091810,티웨이항공,KOSPI
347700,스피어,KOSDAQ
009900,명신산업,KOSPI
403550,쏘카,KOSPI
357120,코람코라이프인프라리츠,KOSPI
056080,유진로봇,KOSDAQ
448280,에코아이,KOSDAQ
102940,코오롱생명과학,KOSDAQ
090460,비에이치,KOSPI
058650,세아홀딩스,KOSPI
001270,부국증권,KOSPI
025900,동화기업,KOSDAQ GLOBAL
064260,다날,KOSDAQ
003280,흥아해운,KOSPI
200130,콜마비앤에이치,KOSDAQ GLOBAL
048410,현대바이오,KOSDAQ
002710,TCC스틸,KOSPI
115180,큐리언트,KOSDAQ
215000,골프존,KOSDAQ GLOBAL
306200,세아제강,KOSPI
018250,애경산업,KOSPI
105630,한세실업,KOSPI
179900,유티아이,KOSDAQ
099430,바이오플러스,KOSDAQ
030530,원익홀딩스,KOSDAQ
108860,셀바스AI,KOSDAQ
192650,드림텍,KOSPI
046890,서울반도체,KOSDAQ GLOBAL
253590,네오셈,KOSDAQ
004700,조광피혁,KOSPI
215600,신라젠,KOSDAQ
475560,더본코리아,KOSPI
079370,제우스,KOSDAQ
448730,삼성FN리츠,KOSPI
003520,영진약품,KOSPI
115450,HLB테라퓨틱스,KOSDAQ
094800,맵스리얼티1,KOSPI
365340,성일하이텍,KOSDAQ
217270,넵튠,KOSDAQ
036810,에프에스티,KOSDAQ
027410,BGF,KOSPI
475830,오름테라퓨틱,KOSDAQ
060280,큐렉소,KOSDAQ
278280,천보,KOSDAQ
432320,KB스타리츠,KOSPI
140610,엔솔바이오사이언스,KONEX
035890,서희건설,KOSDAQ
260970,에스앤디,KOSDAQ
003920,남양유업,KOSPI
041960,코미팜,KOSDAQ
900140,엘브이엠씨홀딩스,KOSPI
389650,넥스트바이오메디컬,KOSDAQ
000157,두산2우B,KOSPI
025860,남해화학,KOSPI
126720,수산인더스트리,KOSPI
397030,에이프릴바이오,KOSDAQ
060980,HL홀딩스,KOSPI
098070,한텍,KOSDAQ
011760,현대코퍼레이션,KOSPI
064550,바이오니아,KOSDAQ
025770,한국정보통신,KOSDAQ
020000,한섬,KOSPI
084010,대한제강,KOSPI
084690,대상홀딩스,KOSPI
003960,사조대림,KOSPI
472850,폰드그룹,KOSDAQ
072710,농심홀딩스,KOSPI
013890,지누스,KOSPI
094170,동운아나텍,KOSDAQ
045390,대아티아이,KOSDAQ
455900,엔젤로보틱스,KOSDAQ
256940,킵스파마,KOSDAQ
100790,미래에셋벤처투자,KOSDAQ
203400,에이비온,KOSDAQ
091700,파트론,KOSDAQ GLOBAL
006390,한일현대시멘트,KOSPI
101930,인화정공,KOSDAQ
005389,현대차3우B,KOSPI
013030,하이록코리아,KOSDAQ
101360,에코앤드림,KOSDAQ
094360,칩스앤미디어,KOSDAQ
126560,현대퓨처넷,KOSPI
389470,인벤티지랩,KOSDAQ
083450,GST,KOSDAQ
286940,롯데이노베이트,KOSPI
424870,이뮨온시아,KOSDAQ
101160,월덱스,KOSDAQ
089010,켐트로닉스,KOSDAQ
079940,가비아,KOSDAQ
295310,에이치브이엠,KOSDAQ
445090,에이직랜드,KOSDAQ
093230,이아이디,KOSPI
005090,SGC에너지,KOSPI
256840,한국비엔씨,KOSDAQ
249420,일동제약,KOSPI
001940,KISCO홀딩스,KOSPI
016610,DB증권,KOSPI
001200,유진투자증권,KOSPI
053300,한국정보인증,KOSDAQ
092790,넥스틸,KOSPI
090710,휴림로봇,KOSDAQ
122640,예스티,KOSDAQ
194700,노바렉스,KOSDAQ
065680,우주일렉트로,KOSDAQ
038500,삼표시멘트,KOSDAQ
068240,다원시스,KOSDAQ
452450,피아이이,KOSDAQ
005945,NH투자증권우,KOSPI
220100,퓨쳐켐,KOSDAQ
950170,JTC,KOSDAQ
002310,아세아제지,KOSPI
033240,자화전자,KOSPI
005720,넥센,KOSPI
475960,토모큐브,KOSDAQ
420770,기가비스,KOSDAQ
033270,유나이티드제약,KOSPI
206640,바디텍메드,KOSDAQ
473980,노머스,KOSDAQ
104700,한국철강,KOSPI
194370,제이에스코퍼레이션,KOSPI
243070,휴온스,KOSDAQ
200880,서연이화,KOSPI
015360,INVENI,KOSPI
001510,SK증권,KOSPI
003800,에이스침대,KOSDAQ
082800,비보존 제약,KOSDAQ
144510,지씨셀,KOSDAQ
352480,씨앤씨인터내셔널,KOSDAQ
457550,우진엔텍,KOSDAQ
009160,SIMPAC,KOSPI
043150,바텍,KOSDAQ
462860,더즌,KOSDAQ
041830,인바디,KOSDAQ
045100,한양이엔지,KOSDAQ
171090,선익시스템,KOSDAQ
136480,하림,KOSDAQ
425420,티에프이,KOSDAQ
317330,덕산테코피아,KOSDAQ
007690,국도화학,KOSPI
018310,삼목에스폼,KOSDAQ
041020,폴라리스오피스,KOSDAQ
394280,오픈엣지테크놀로지,KOSDAQ
035150,백산,KOSPI
001390,KG케미칼,KOSPI
000320,노루홀딩스,KOSPI
029460,케이씨,KOSPI
034830,한국토지신탁,KOSPI
051500,CJ프레시웨이,KOSDAQ
123890,한국자산신탁,KOSPI
039440,에스티아이,KOSDAQ
054950,제이브이엠,KOSDAQ
168360,펨트론,KOSDAQ
000680,LS네트웍스,KOSPI
123330,제닉,KOSDAQ
114840,아이패밀리에스씨,KOSDAQ
009290,광동제약,KOSPI
011930,신성이엔지,KOSPI
007160,사조산업,KOSPI
089970,브이엠,KOSDAQ
439090,마녀공장,KOSDAQ
003120,일성아이에스,KOSPI
458870,씨어스테크놀로지,KOSDAQ
027360,아주IB투자,KOSDAQ
089980,상아프론테크,KOSDAQ
002320,한진,KOSPI
035600,KG이니시스,KOSDAQ
267980,매일유업,KOSDAQ
003220,대원제약,KOSPI
252990,샘씨엔에스,KOSDAQ
004430,송원산업,KOSPI
338220,뷰노,KOSDAQ
010690,화신,KOSPI
031330,에스에이엠티,KOSDAQ
228760,지노믹트리,KOSDAQ
176750,듀켐바이오,KOSDAQ
237880,클리오,KOSDAQ
481070,에이유브랜즈,KOSDAQ
298830,슈어소프트테크,KOSDAQ
002810,삼영무역,KOSPI
090360,로보스타,KOSDAQ
475400,씨메스,KOSDAQ
138610,나이벡,KOSDAQ
012030,DB,KOSPI
017390,서울가스,KOSPI
009680,모토닉,KOSPI
377450,리파인,KOSDAQ
151860,KG에코솔루션,KOSDAQ
058820,CMG제약,KOSDAQ
018000,유니슨,KOSDAQ
049070,인탑스,KOSDAQ
004360,세방,KOSPI
226320,잇츠한불,KOSPI
092230,KPX홀딩스,KOSPI
230360,에코마케팅,KOSDAQ
088260,이리츠코크렙,KOSPI
348340,뉴로메카,KOSDAQ
084850,아이티엠반도체,KOSDAQ GLOBAL
104830,원익머트리얼즈,KOSDAQ
416180,신성에스티,KOSDAQ
378340,필에너지,KOSDAQ
377190,디앤디플랫폼리츠,KOSPI
108670,LX하우시스,KOSPI
000490,대동,KOSPI
051905,LG생활건강우,KOSPI
136490,선진,KOSPI
035510,신세계 I&C,KOSPI
036220,오상헬스케어,KOSDAQ
001820,삼화콘덴서,KOSPI
122900,아이마켓코리아,KOSPI
078020,LS증권,KOSDAQ
489460,바이오비쥬,KOSDAQ
023410,유진기업,KOSDAQ
294570,쿠콘,KOSDAQ
127120,제이에스링크,KOSDAQ
033640,네패스,KOSDAQ
000540,흥국화재,KOSPI
053610,프로텍,KOSDAQ
047560,이스트소프트,KOSDAQ
357550,석경에이티,KOSDAQ
039840,디오,KOSDAQ
067080,대화제약,KOSDAQ
214420,토니모리,KOSPI
114810,한솔아이원스,KOSDAQ
461300,아이스크림미디어,KOSDAQ
007570,일양약품,KOSPI
334970,프레스티지바이오로직스,KOSDAQ
008060,대덕,KOSPI
418550,제이오,KOSDAQ
459510,나우로보틱스,KOSDAQ
265520,AP시스템,KOSDAQ
007810,코리아써키트,KOSPI
105550,엣지파운드리,KOSDAQ
005500,삼진제약,KOSPI
339770,교촌에프앤비,KOSPI
487570,HS효성,KOSPI
254490,미래반도체,KOSDAQ
389020,자람테크놀로지,KOSDAQ
006110,삼아알미늄,KOSPI
001340,PKC,KOSPI
024850,HLB이노베이션,KOSDAQ
112290,와이씨켐,KOSDAQ
005010,휴스틸,KOSPI
136150,원일티엔아이,KOSDAQ
121800,비덴트,KOSDAQ
001790,대한제당,KOSPI
096760,JW홀딩스,KOSPI
034810,해성산업,KOSDAQ
199800,툴젠,KOSDAQ
060150,인선이엔티,KOSDAQ
000480,CR홀딩스,KOSPI
240550,동방메디컬,KOSDAQ
006060,화승인더,KOSPI
298690,에어부산,KOSPI
015860,일진홀딩스,KOSPI
001630,종근당홀딩스,KOSPI
182360,큐브엔터,KOSDAQ
093520,매커스,KOSDAQ
138490,코오롱ENP,KOSPI
035810,이지홀딩스,KOSDAQ
158430,아톤,KOSDAQ
001130,대한제분,KOSPI
001230,동국홀딩스,KOSPI
230240,에치에프알,KOSDAQ
150840,인트로메딕,KOSDAQ
042370,비츠로테크,KOSDAQ
014940,오리엔탈정공,KOSDAQ
003200,일신방직,KOSPI
441270,파인엠텍,KOSDAQ
003350,한국화장품제조,KOSPI
036030,케이티알파,KOSDAQ
048870,시너지이노베이션,KOSDAQ
060720,KH바텍,KOSDAQ
205500,넥써쓰,KOSDAQ
095500,미래나노텍,KOSDAQ
003000,부광약품,KOSPI
236200,슈프리마,KOSDAQ
334890,이지스밸류플러스리츠,KOSPI
393890,더블유씨피,KOSDAQ GLOBAL
304360,에스바이오메딕스,KOSDAQ
179290,엠아이텍,KOSDAQ
377030,비트맥스,KOSDAQ
013120,동원개발,KOSDAQ
484810,티엑스알로보틱스,KOSDAQ
452260,한화갤러리아,KOSPI
036890,진성티이씨,KOSDAQ
096040,이트론,KOSDAQ
051360,토비스,KOSDAQ
308430,셀비온,KOSDAQ
267320,나인테크,KOSDAQ
900290,GRT,KOSDAQ
356680,엑스게이트,KOSDAQ
464080,에스오에스랩,KOSDAQ
110990,디아이티,KOSDAQ
001460,BYC,KOSPI
376900,로킷헬스케어,KOSDAQ
037710,광주신세계,KOSPI
000140,하이트진로홀딩스,KOSPI
039570,HDC랩스,KOSPI
121440,골프존홀딩스,KOSDAQ
042420,네오위즈홀딩스,KOSDAQ
053210,스카이라이프,KOSPI
002900,TYM,KOSPI
086390,유니테스트,KOSDAQ
070960,모나용평,KOSPI
476040,오가노이드사이언스,KOSDAQ
053580,웹케시,KOSDAQ
011500,한농화성,KOSPI
476060,온코닉테라퓨틱스,KOSDAQ
208340,파멥신,KOSDAQ
